Orthogroups,HCH_1_F,HCH_2_F,HCH_3_F,HCH_4_F,HCH_5_F,HCH_6_F,HCH_1_M,HCH_2_M,HCH_3_M,HCH_4_M,HCH_5_M,HCH_6_M,HDO_1_F,HDO_2_F,HDO_3_F,HDO_4_F,HDO_5_F,HDO_6_F,HDO_1_M,HDO_2_M,HDO_3_M,HDO_4_M,HDO_5_M,HDO_6_M,HER_1_F,HER_2_F,HER_3_F,HER_1_M,HER_2_M,HER_3_M,HME_1_F,HME_2_F,HME_3_F,HME_4_F,HME_1_M,HME_2_M,HME_3_M,HME_4_M,HSA_1_F,HSA_2_F,HSA_3_F,HSA_4_F,HSA_5_F,HSA_1_M,HSA_2_M,HSA_3_M,HSA_4_M,HSA_5_M,HSA_6_M
Group_2285_clean_0,950.721,480.045,466.713,518.738,574.339,631.261,642.19,914.66,784.315,513.475,607.034,551.029,193.476,143.689,181.17,168.864,178.196,176.233,135.521,128.773,174.652,121.253,96.626,146.661,4.655,8.067,13.57,7.382,8.062,25.894,7.213,9.732,7.882,17.608,1.882,13.12,7.679,3.989,4.57,5.984,5.756,6.206,14.936,1.18,1.402,0.0001,0.0001,2.498,3.016
Group_2285_clean_1,140.363,123.792,130.439,70.609,115.938,154.611,8.25,2.618,2.631,2.258,2.208,2.981,193.476,143.689,181.17,168.864,178.196,176.233,135.521,128.773,174.652,121.253,96.626,146.661,4.655,8.067,13.57,7.382,8.062,25.894,7.213,9.732,7.882,17.608,1.882,13.12,7.679,3.989,4.57,5.984,5.756,6.206,14.936,1.18,1.402,0.0001,0.0001,2.498,3.016
Group_2699_clean_0,6.968,8.714,8.067,7.59,9.376,7.581,7.133,8.319,7.699,7.939,8.062,9.057,8.496,6.153,6.302,7.872,7.298,5.699,7.515,6.868,6.341,6.628,7.017,6.613,13.484,14.11,11.866,15.324,17.502,12.656,7.294,7.657,6.677,9.193,8.295,9.178,7.993,9.336,6.374,6.421,5.897,6.807,6.944,8.078,4.613,6.047,6.986,6,7.223
Group_2251_clean_0,11.17,9.396,11.076,9.604,9.517,9.665,10.464,10.799,7.699,8.432,6.635,8.659,10.025,9.436,6.238,8.506,8.165,7.764,6.851,8.352,7.222,6.255,6.401,6.554,43.566,44.005,41.172,35.849,34.868,47.327,10.331,12.589,14.508,7.473,10.107,13.797,12.582,11.76,3.609,3.958,4.212,4.034,4.451,3.995,4.064,4.425,4.076,3.993,5.891
Group_18_clean_0,45.866,47.465,53.998,43.148,65.457,45.32,61.321,69.182,58.23,53.152,60.984,56.022,1.991,0.304,0.0001,0.736,0.915,0.0001,2.752,1.575,1.092,1.84,1.534,0.976,53.212,48.762,41.379,109.049,109.438,64.653,65.839,54.293,42.686,19.921,65.096,52.479,74.166,36.737,50.239,55.605,57.042,58.829,53.071,65.657,55.803,79.024,65.712,54.845,94.451
Group_662_clean_1,12.796,11.55,15.213,11.811,8.851,14.762,11.477,13.608,14.169,13.046,11.148,11.18,18.921,14.58,17.977,12.247,19.978,20.199,14.643,13.91,21.35,23.13,20.455,22.026,12.729,16.074,23.644,5.121,3.937,13.83,10.694,21.108,29.24,9.883,8.395,9.511,8.338,5.611,11.069,10.888,10.44,10.38,11.699,8.765,11.888,8.18,10.701,8.392,10.078
Group_2399_clean_0,18.565,21.179,21.594,23.997,25.624,20.641,21.137,24.47,22.874,24.318,28.882,29.028,8.434,6.917,7.347,9.528,8.944,6.055,10.752,8.21,7.778,8.106,8.19,8.111,35.726,38.66,27.09,41.971,40.789,36.028,49.384,38.888,41.307,36.218,42.381,33.365,43.987,60.424,13.951,15.366,14.471,15.616,11.416,16.804,15.478,13.056,14.86,17.424,18.269
Group_18_clean_3,16.677,15.31,13.223,24.409,21.829,18.651,20.5,21.079,18.74,15.412,13.047,14.832,18.418,12.493,21.859,17.952,16.416,15.982,18.039,15.566,14.348,20.772,17.191,14.842,19.333,20.392,19.577,13.634,14.64,16.342,25.656,24.155,20.266,18.716,18.014,20.033,16.351,20.255,16.375,15.501,21.712,23.474,19.816,15.672,19.485,21.165,21.051,22.004,20.872
Group_71_clean_1,25.829,32.972,24.967,38.475,55.93,33.125,30.911,32.535,36.301,36.414,45.834,47.257,46.173,38.389,35.411,57.055,34.873,35.094,47.246,43.354,37.298,33.314,36.62,32.285,52.987,42.519,124.679,48.773,61.747,46.391,16.828,16.608,11.363,15.869,21.4,18.244,16.32,15.485,37.706,35.262,33.596,39.53,44.336,35.368,33.931,37.385,35.653,51.984,49.46
Group_71_clean_0,18.185,20.506,19.847,20.015,25.826,22.009,20.688,20.517,18.933,19.462,20.733,21.324,36.036,24.819,32.756,40.023,28.759,23.202,32.474,32.036,25.766,28.32,27.843,25.83,68.339,88.529,62.138,96.345,127.378,82.466,31.073,32.754,17.131,16.656,30.093,36.57,23.939,26.16,21.232,24.322,27.639,30.28,26.75,19.048,24.174,24.7,29.637,25.933,41.743
Group_1567_clean_0,1.258,1.858,0.728,1.804,1.716,1.842,1.013,2.088,2.377,1.577,1.408,1.194,3.571,1.842,2.612,3.742,2.012,1.946,5.188,1.687,4.176,2.761,5.483,4.76,7.196,3.849,3.821,5.621,7.331,4.833,1.624,1.373,2.757,4.373,3.505,2.588,2.127,1.447,11.043,10.535,10.831,6.897,5.069,10.496,11.235,7.99,9.174,6.481,9.462
Group_1567_clean_1,9.805,6.444,6.964,6.179,6.176,7.916,7.508,7.111,10.37,6.684,6.133,6.35,12.457,12.551,12.902,12.574,14.163,14.737,14.277,14.235,15.919,14.662,14.904,15.098,461.309,461.36,398.074,392.423,371.118,450.479,10.845,14.162,15.365,15.062,7.827,10.906,7.821,11.545,13.224,15.802,17.801,17.458,17.952,18.893,16.615,17.12,19.225,16.752,10.179
Group_555_clean_0,41.973,43.543,38.36,43.762,46.111,44.539,51.035,47.012,39.866,55.634,52.643,46.098,27.745,22.281,19.438,26.048,23.078,21.908,25.514,27.87,32.298,23.502,30.746,29.989,49.935,73.801,88.716,58.705,98.828,92.743,28.864,32.504,24.952,24.761,28.58,33.214,20.96,19.072,27.472,31.781,27.619,33.674,45.97,29.235,30.578,27.213,30.225,28.955,58.499
Group_1742_clean_0,6.505,11.128,8.298,8.741,6.499,9.172,9.597,10.63,9.416,7.446,7.204,8.517,9.973,13.688,7.517,11.307,6.258,6.094,5.138,7.641,8.975,10.071,6.372,8.14,4.43,4.158,3.909,2.531,5.347,3.505,8.696,9.752,14.263,11.506,7.717,6.287,9.118,6.472,9.615,9.922,11.463,11.492,11.699,9.809,11.178,8.36,12.269,7.666,7.495
Group_1752_clean_0,71.446,69.192,70.606,69.304,70.241,86.752,90.958,83.447,83.866,79.28,78.043,81.176,137.432,113.217,86.837,106.483,102.259,103.229,95.72,123.815,102.967,105.278,98.649,94.617,64.879,70.909,75.038,91.064,85.42,76.105,85.885,87.679,80.889,83.076,99.292,93.385,90.467,75.127,1.077,0.769,0.632,1.261,1.362,0.755,0.919,0.811,0.66,1.527,1.281
Group_2024_clean_0,2.505,26.178,3.263,3.31,12.322,4.316,2.621,5.521,1.584,6.792,1.745,5.165,1.406,21.585,2.858,0.184,0.0001,2.301,0.248,35.734,10.546,0.29,0.303,7.431,3.45,5.833,8.114,3.801,1.639,4.671,0.0001,2.656,0.0001,0.69,1.036,9.956,22.389,2.297,2.496,0.249,0.13,0.26,2.105,0.406,1.563,1.912,1.094,0.587,1.856
Group_1944_clean_0,24.072,19.609,21.364,20.005,18.458,22.762,21.941,20.793,23.422,21.039,18.901,17.822,29.623,34.695,26.625,24.423,33.477,35.46,21.049,35.968,33.658,28.961,30.717,37.863,20.629,24.999,29.986,13.414,21.522,23.057,20.934,24.075,25.605,28.006,25.841,19.538,22.328,26.238,13.628,13.61,17.951,16.847,19.062,17.568,17.42,15.679,17.594,17.51,15.757
Group_166_clean_2,22.007,17.985,17.991,19.305,19.851,19.925,21.492,20.729,18.638,17.732,20.434,20.643,21.024,15.853,20.078,21.059,20.46,21.345,19.108,18.055,21.369,17.288,18.227,18.192,36.665,38.431,39.124,32.929,25.281,34.901,22.185,19.655,20.705,21.048,21.778,18.457,20.241,24.83,17.093,19.491,19.917,17.608,20.811,18.864,14.266,18.212,17.223,22.261,15.354
Group_1170_clean_0,10.837,0.538,3.834,3.848,5.49,4.837,4.699,1.939,5.343,2.634,5.015,2.928,31.88,33.598,31.21,30.413,31.407,29.978,27.762,35.633,31.35,32.622,30.521,30.836,45.332,45.9,62.935,29.858,24.728,36.333,109.796,89.122,137.49,123.881,107.935,96.498,82.423,124.064,24.132,25.382,26.325,22.543,18.643,16.668,19.173,21.576,17.852,26.435,32.22
Group_1922_clean_0,9.164,8.526,8.747,8.731,8.639,10.158,8.532,8.701,8.989,8.369,8.988,8.862,11.112,11.738,12.326,10.785,12.199,13.957,10.683,12.396,12.069,12.294,14.445,12.269,6.88,16.064,20.414,2.361,3.665,8.72,26.1,22.531,28.117,42.972,28.858,25.269,24.486,29.014,12.201,12.509,13.228,11.842,13.124,9.229,10.212,11.424,13.322,12.331,14.173
Group_1720_clean_0,42.946,43.543,47.046,49.951,58.958,46.055,55.045,56.497,50.755,47.095,56.461,57.862,310.694,355.827,351.048,430.123,321.731,341.422,406.265,360.278,335.702,334.456,322.265,316.975,155.012,136.802,194.33,241.374,233.308,189.097,364.587,370.171,329.121,223.156,416.356,253.026,396.3,261.912,61.111,69.755,69.347,63.454,67.912,67.708,62.358,72.587,65.32,65.084,84.606
Group_110_clean_0,75.292,82.869,41.247,71.962,79.495,114.863,107.625,83.934,78.199,96.475,100.3,76.267,45.824,88.526,90.356,54.54,60.657,41.228,68.582,77.717,47.422,94.68,61.502,34.877,59.724,32.538,47.317,102.077,56.379,33.439,69.693,35.15,24.727,43.37,52.618,49.133,50.643,28.232,62.664,56.924,55.007,59.9,55.899,56.767,57.527,70.424,82.811,46.699,61.989
Group_598_clean_0,1.401,0.637,0.133,1.132,0.0001,1.33,1.368,0.382,0.203,3.96,0.829,0.0001,16.551,1.382,7.848,8.127,0.934,3.161,8.584,17.75,6.638,7.579,10.203,10.929,2.94,1.266,3.456,1.05,1.514,2.216,0.0001,0.0001,1.215,0.583,4.7,1.263,1.854,7.566,4.112,6.722,10.48,7.618,1.487,2.612,4.869,6.237,1.888,7.345,2.673
Group_598_clean_1,114.867,22.75,20.927,19.372,16.632,51.683,30.629,30.479,33.599,23.404,59.885,36.413,8.557,8.025,60.393,6.052,2.012,4,5.614,9.297,8.17,23.874,13.76,13.807,16.914,65.674,26.608,4.101,2.172,11.92,17.322,32.694,21.562,71.065,40.758,22.469,32.894,30.872,168.556,116.144,138.334,138.109,111.483,57.831,18.936,113.896,39.027,146.141,113.184
Group_1695_clean_0,3.051,2.055,0.946,1.574,1.595,2.633,0.209,0.0001,0.0001,0.0001,0.0001,0.0001,1.242,0.941,0.458,1.482,0.963,0.859,0.96,1.605,0.651,0.827,1.202,0.877,18.231,26.724,19.912,3.391,7.801,31.433,0.0001,0.0001,3.481,1.001,1.036,0.0001,0.0001,1.154,9.103,12.332,9.116,6.597,11.668,4.731,4.537,3.895,4.664,6.107,4.56
Group_51_clean_0,39.836,51.961,48.417,49.644,50.813,38.697,55.327,50.731,46.743,46.539,47.136,47.036,170.933,156.613,127.654,186.59,143.294,147.825,202.44,150.892,164.518,120.157,154.697,153.787,77.526,72.006,72.724,88.243,84.658,85.198,82.062,97.552,95.917,104.504,85.868,56.037,89.038,93.622,36.126,43.761,38.71,39.94,34.595,44.539,34.727,38.176,35.549,35.072,46.696
Group_633_clean_0,10.493,6.695,5.083,7.954,3.956,5.851,6.579,8.001,3.91,3.503,6.461,3.317,67.803,51.401,47.417,44.634,49.093,36.971,36.405,50.954,46.867,38.122,46.109,42.918,5.104,2.164,1.625,5.041,3.331,5.502,4.772,7.788,0.684,0.369,7.727,4.195,2.371,0.381,4.884,2.13,3.711,3.103,2.011,4.885,4.149,7.559,8.07,2.52,7.858
Group_2350_clean_0,8.677,9.387,11.489,7.542,11.333,8.67,11.09,7.175,9.862,13.118,10.559,13.276,7.973,10.944,22.317,4.498,5.642,6.964,8.742,6.33,11.092,8.685,9.167,10.446,5.257,4.477,5.574,3.791,20.154,4.241,14.608,4.34,17.407,12.575,10.685,11.129,14.689,13.579,10.333,5.829,8.795,11.612,2.933,2.718,7.777,7.419,8.111,7.356,4.338
Group_87_clean_0,0.0001,0.0001,0.0001,0.537,0.0001,0.0001,0.0001,0.0001,0.0001,1.021,0.0001,0.0001,1.303,1.685,1.695,2.198,1.743,0.751,2.129,1.981,1.571,1.354,2.17,1.961,139.537,113.239,111.71,202.093,210.157,159.651,109.806,105.54,143.943,122.17,116.818,89.544,121.902,149.637,67.351,80.882,70.34,78.859,79.706,75.902,77.543,74.659,68.746,62.949,81.136
Group_295_clean_0,20.749,23.881,24.676,21.828,31.76,23.134,29.501,26.017,22.498,20.385,20.077,26.401,29.459,22.898,29.226,34.768,28.451,21.552,28.465,28.408,24.703,26.077,23.455,23.553,14.342,12.714,13.777,21.926,27.349,19.456,20.258,21.128,18.53,14.635,20.573,22.773,23.017,16.433,12.766,12.093,12.024,17.718,12.872,11.377,12.049,14.027,12.29,19.613,17.865
Group_295_clean_1,28.927,31.634,27.769,32.901,26.461,31.209,27.475,33.892,32.025,36.298,28.052,32.999,35.81,31.854,42.118,29.432,40.207,39.539,34.019,37.36,42.375,38.463,40.978,42.771,38.472,33.345,44.166,21.936,21.835,38.578,33.232,49.583,82.635,128.331,33.618,59.059,38.395,77.522,28.369,41.08,39.212,34.455,34.406,37.274,29.261,34.822,34.094,42.397,34.228
Group_1829_clean_0,14.683,7.529,19.265,16.023,14.411,15.758,17.241,17.359,14.098,16.747,13.558,13.806,16.458,13.717,13.51,13.218,14.018,10.539,14.158,15.098,13.381,13.049,14.396,13.57,3.144,1.227,3.112,1.77,1.076,0.955,12.883,15.164,6.748,1.681,15.395,10.744,16.128,8.671,14.319,14.805,21.622,12.973,15.009,16.175,13.442,14.898,14.436,12.993,17.159
Group_2053_clean_0,14.838,14.26,11.489,22.308,21.617,16.651,14.495,17.031,14.748,12.222,20.01,23.624,15.504,11.552,19.363,18.698,14.827,14.293,17.891,13.92,14.224,15.313,15.344,12.358,27.703,21.14,16.002,19.695,16.029,20.01,3.521,4.39,2.848,1.38,7.309,4.559,7.091,2.112,15.522,14.961,15.253,15.425,10.736,14.23,13.963,19.884,15.675,18.129,18.672
Group_1091_clean_0,329.964,300.047,309.889,555.62,572.946,344.895,494.255,463.715,300.983,349.817,384.284,369.697,371.941,360.746,262.537,461.364,375.455,311.375,553.766,358.855,409.216,283.099,413.457,360.366,614.912,322.814,420.713,741.035,989.423,645.995,446.537,671.896,408.775,345.803,337.001,575.289,422.64,397.443,229.99,319.01,270.751,301.382,356.518,243.262,300.775,318.741,347.62,168.124,530.009
Group_1543_clean_1,34.079,13.794,30.402,22.135,31.336,24.148,30.295,29.547,32.929,30.662,19.518,18.981,37,34.215,34.217,32.1,33.496,37.485,29.96,34.505,37.298,33.138,36.268,37.518,22.385,32.428,30.488,9.903,10.119,25.569,19.31,17.029,23.492,28.492,14.917,19.72,21.457,21.595,19.993,22.285,29.825,21.151,21.89,25.027,21.437,21.556,21.051,28.645,18.309
Group_2247_clean_0,49.985,41.793,54.665,44.693,56.354,51.831,54.408,55.469,48.124,52.659,59.19,45.364,41.576,35.449,59.029,39.215,41.738,34.571,43.662,51.026,33.716,55.203,34.714,41.046,75.291,112.471,79.193,68.448,50.782,101.741,60.321,60.417,81.287,77.722,56.821,50.69,63.023,110.603,38.559,44.914,42.591,34.455,37.381,52.182,36.261,51.421,48.871,66.622,43.851
Group_2336_clean_0,5.247,5.304,4.234,5.354,4.218,6.214,4.72,4.886,5.343,5.627,5.352,5.837,12.569,10.954,11.697,10.918,13.951,13.759,10.97,14.987,12.892,14.444,13.467,10.456,9.401,7.469,10.133,5.181,6.004,7.001,5.73,6.665,5.278,8.989,6.732,5.782,8.358,7.175,87.523,104.155,88.512,104.675,39.78,97.765,111.465,84.131,93.543,104.225,128.629
Group_2235_clean_0,18.826,16.27,9.717,11.504,14.724,11.163,12.124,8.107,16.688,13.853,17.098,14.894,16.345,14.981,14.651,13.658,16.406,14.806,12.841,19.183,13.841,16.264,14.132,14.319,20.415,21.489,28.597,23.156,20.561,22.551,6.689,7.567,8.892,9.64,7.349,8.925,12.643,9.033,7.146,10.026,13.097,11.862,17.596,11.628,9.785,9.782,10.041,9.556,10.895
Group_1497_clean_0,12.214,24.877,23.535,22.586,18.913,16.679,11.644,13.639,24.661,21.881,23.877,20.882,13.483,14.325,10.961,15.968,15.684,13.621,11.653,15.251,15.134,13.679,12.167,15.502,4.195,6.95,4.461,0.71,1.055,3.4,9.171,11.276,12.639,15.762,5.238,13.494,6.575,9.287,8.062,11.553,14.321,9.69,12.108,11.947,14.114,8.65,11.238,11.968,11.692
Group_1905_clean_0,34.661,44.127,28.157,38.907,41.509,45.301,44.978,47.934,42.913,36.298,39.277,50.644,10.066,10.484,17.753,11.368,15.434,19.696,13.544,7.488,19.492,17.557,15.91,17.148,42.218,36.357,46.677,50.803,60.191,40.555,2.27,2.666,4.921,2.07,3.296,3.78,13.008,3.793,37.509,32.311,30.547,32.983,40.974,38.077,32.539,48.768,46.126,36.514,39.231
Group_1294_clean_0,8.357,7.404,7.958,7.321,7.519,10.009,8.302,7.97,9.791,8.736,9.894,7.889,13.236,14.589,13.925,14.455,16.57,17.414,13.049,13.605,15.249,16.781,13.223,16.477,43.229,42.609,41.625,46.732,39.922,39.342,10.422,16.347,28.239,12.779,17.217,18.497,11.356,15.631,23.414,34.566,24.028,23.614,29.41,26.739,25.169,22.827,29.255,32.147,24.483
Group_1748_clean_0,30.72,34.273,44.584,45.864,50.158,48.269,32.77,51.092,45.229,45.688,45.777,50.972,67.854,58.21,67.25,74.71,66.896,65.507,68.602,61.45,64.395,68.055,61.678,64.304,60.592,67.997,37.667,55.115,50.438,49.18,37.802,40.452,34.549,40.299,41.216,36.762,33.938,29.63,37.132,39.179,42.571,38.549,44.042,42.527,33.486,37.034,35.591,46.881,59.215
Group_418_clean_1,139.58,134.705,142.728,161.357,218.009,137.299,164.017,185.408,148.648,131.151,195.324,186.94,1.098,1.391,0.8,0.0001,0.289,0.444,0.851,0.366,0.335,0.0001,0.538,0.148,96.563,123.719,129.307,240.353,231.898,152.239,162.146,160.164,174.795,99.995,250.067,172.154,134.15,154.946,50.544,56.747,58.376,58.629,66.488,81.213,93.883,91.319,97.371,64.476,103.873
Group_1326_clean_0,21.52,19.151,22.953,26.962,23.615,17.404,18.453,20.962,13.367,21.03,20.762,15.372,27.406,26.092,27.584,25.619,29.106,27.874,30.276,28.073,29.597,32.777,26.837,30.6,13.351,10.49,14.86,13.424,15.633,17.212,645.084,678.391,634.811,450.744,948.614,833.803,787.059,714.402,6.473,5.039,7.19,5.906,4.451,6.027,6.536,9.601,8.41,5.114,13.79
Group_205_clean_1,74.876,78.229,77.691,91.497,90.647,74.315,73.581,81.55,87.107,75.624,87.474,93.258,99.416,91.573,116.383,103.191,79.46,79.108,111.205,94.685,79.931,95.269,72.995,76.208,167.312,174.475,144.472,225.349,204.58,177.311,121.559,114.169,142.125,142.043,111.371,104.15,147.938,160.762,105.075,108.975,92.965,107.178,99.114,103.144,88.73,98.277,96.412,106.712,117.391
Group_205_clean_0,17.971,26.77,22.698,23.872,32.133,18.316,18.881,19.214,19.024,24.73,22.276,30.408,35.379,25.093,26.774,20.006,27.681,19.804,23.425,26.905,25.028,19.604,20.367,26.283,46.567,42.31,30.054,48.853,49.55,36.983,32.476,28.234,38.837,34.692,28.908,20.933,40.766,35.613,19.966,22.036,22.524,17.948,23.357,19.28,17.913,19.563,17.099,22.068,19.943
Group_1056_clean_1,27.194,32.72,30.305,29.677,34.707,26.53,29.689,26.102,27.658,32.875,29.547,34.414,35.81,31.197,34.558,32.734,42.055,33.158,29.455,35.439,27.662,32.156,28.459,29.092,17.404,16.334,23.053,13.063,14.849,15.225,48.991,31.642,47.596,43.807,41.555,40.683,42.346,61.372,25.631,36.561,35.842,32.423,34.983,33.549,25.453,29.355,27.366,33.62,30.263
Group_1504_clean_0,49.937,39.415,44.559,43.292,45.687,61.534,52.685,50.668,43.756,43.359,47.339,41.411,177.623,164.99,197.004,164.764,195.305,193.893,165.342,189.491,203.664,177.066,190.163,184.16,165.985,173.707,212.154,128.814,138.907,178.457,74.768,79.33,54.008,59.773,64.747,63.335,47.594,60.404,40.157,45.527,45.941,49.99,60.947,46.716,59.109,44.383,53.278,51.728,58.176
Group_475_clean_0,1.602,1.903,2.645,1.842,1.463,2.884,2.882,1.558,3.067,2.679,1.591,1.221,1.17,1.372,1.205,1.298,1.752,1.482,1.574,0.752,1.676,1.003,1.876,1.153,3.685,3.071,3.358,3.081,2.214,1.843,9.1,8.219,9.046,14.81,4.541,5.276,1.53,4.937,1.688,1.444,1.374,1.802,1.215,1.238,0.748,2.062,2.611,1.345,0.999
Group_2556_clean_0,18.743,21.126,19.908,19.123,21.758,18.316,19.487,21.916,19.024,17.428,20.174,21.758,17.802,17.215,17.871,19.925,16.185,14.796,17.643,19.701,15.373,14.982,16.34,13.491,30.929,28.23,33.009,57.185,40.883,31.328,12.903,18.111,13.221,11.059,18.303,12.928,22.105,18.202,17.623,19.761,20.589,18.228,23.597,23.237,19.078,19.874,19.482,16.41,24.261
Group_1425_clean_1,25.165,20.802,25.658,19.458,13.755,20.344,23.768,18.408,19.715,18.951,13.182,13.665,32.988,35.038,36.957,34.676,41.304,35.272,33.702,35.937,42.49,33.335,36.434,37.804,38.533,48.373,49.09,45.332,31.432,37.069,19.612,14.944,17.713,21.67,16.789,18.164,15.277,18.75,24.105,26.836,30.156,27.488,26.216,25.636,23.123,23.728,24.116,25.378,23.535
Group_1425_clean_0,38.566,28.987,31.93,35.616,29.247,37.469,35.892,35.545,35.519,30.976,34.822,34.087,36.682,36.459,36.968,30.965,43.779,41.268,34.811,45.275,44.683,37.719,47.731,44.525,43.229,50.138,68.036,18.055,22.399,41.357,26.584,26.23,39.429,41.737,21.489,26.593,18.651,27.519,34.304,41.828,44.076,38.489,38.586,37.255,30.9,36.153,33.878,42.706,32.513
Group_806_clean_0,28.737,29.804,24.53,22.375,30.508,26.251,30.755,30.076,24.428,21.917,21.051,21.413,39.114,30.746,27.712,36.629,28.788,25.701,38.989,36.852,30.881,28.165,30.687,25.337,23.294,18.398,17.095,35.589,42.94,21.385,38.983,43.749,34.304,20.728,44.025,44.706,36.936,33.57,21.995,24.343,19.636,23.724,25.588,24.146,19.372,25.12,24.044,20.563,30.001
Group_47_clean_9,8.451,9.495,6.709,7.33,9.82,5.339,7.143,6.73,8.39,8.871,7.821,9.375,7.747,6.8,5.641,5.122,6.432,5.887,4.762,7.468,4.962,6.142,4.261,5.745,13.198,14.539,8.045,12.133,11.852,14.824,8.636,9.231,11.914,4.995,7.777,7.682,10.202,10.978,9.759,10.712,10.69,9.159,7.845,7.401,7.55,9.962,6.377,8.424,11.369
Group_1120_clean_0,18.505,25.819,18.27,29.197,34.061,23.497,18.693,14.869,24.296,15.913,41.977,59.763,91.105,78.463,93.032,90.576,97.118,104.295,87.314,97.834,84.414,110.727,90.801,86.615,53.049,75.645,61.527,56.335,48.286,51.902,45.863,25.799,28.474,73.582,71.559,26.351,62.688,65.81,16.923,19.782,22.123,22.623,15.177,15.12,14.976,27.753,22.578,27.289,27.156
Group_768_clean_0,10.814,19.07,17.118,13.98,22.051,10.521,13.388,12.209,13.174,13.906,19.518,19.211,4.104,3.772,4.03,5.214,4.304,3.635,4.386,4.278,4.54,3.288,3.724,3.4,23.875,35.021,29.188,69.758,41.29,32.389,22.336,19.815,23.237,17.812,29.735,20.428,33.198,31.322,28.414,23.584,27.057,17.548,27.682,21.825,21.598,34.481,27.965,47.746,33.814
Group_202_clean_0,16.725,19.681,27.187,20.034,22.636,16.632,18.85,20.348,20.202,21.388,20.097,24.42,17.279,16.088,16.644,11.521,13.585,16.367,11.128,14.225,17.049,15.871,16.477,15.541,40.789,34.263,31.935,44.502,39.337,34.318,31.981,17.289,32.793,26.646,21.639,22.116,29.875,41.068,21.286,23.511,20.799,20.441,22.058,25.259,25.813,19.513,21.701,20.435,23.343
Group_878_clean_0,17.129,18.101,17.069,17.28,20.346,21.255,20.406,20.57,18.953,18.225,16.664,18.777,54.094,48.344,49.848,40.861,59.02,61.013,46.702,51.503,51.675,52.277,49.891,51.275,41.555,21.659,19.724,17.185,41.593,42.112,16.344,12.288,13.885,15.15,8.225,13.706,20.109,9.091,7.2,12.27,9.236,11.632,8.211,7.197,13.157,9.071,16.861,15.289,3.45
Group_1417_clean_0,53.558,49.054,54.92,52.609,57.04,49.171,43.965,56.889,62.171,53.403,68.631,68.679,52.012,45.492,42.651,54.918,44.433,45.308,71.196,49.136,38.62,54.862,42.571,46.397,1.664,0.977,0.0001,0.0001,0.0001,0.745,79.59,37.916,35.049,30.416,75.293,68.227,50.552,52.183,38.029,37.797,40.706,29.96,29.808,44.694,29.545,37.234,34.259,35.51,34.712
Group_1993_clean_0,6.98,4.236,9.232,6.275,12.181,6.149,6.663,9.114,6.683,4.713,7.213,5.201,14.529,10.817,11.964,14.517,10.235,10.539,13.316,9.053,8.678,12.439,14.64,12.102,5.379,6.841,5.82,8.402,7.446,7.756,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,5.593,5.403,7.552,6.326,6.326,6.898,6.214,5.877,5.81,5.701,7.667
Group_2488_clean_1,16.606,12.537,15.225,9.681,20.053,12.121,20.186,12.431,11.853,20.098,22.189,26.56,23.015,19.136,17.871,17.001,17.648,15.695,17.603,21.662,21.599,22.344,21.823,17.69,8.074,7.229,6.499,8.692,10.505,6.342,18.392,17.49,9.821,11.593,19.259,15.899,6.737,17.049,11.833,15.979,7.612,9.239,14.642,11.58,12.409,13.486,12.837,21.556,10.632
Group_214_clean_0,6.588,4.954,7.376,5.44,5.47,6.772,5.587,5.5,7.323,5.071,5.043,3.918,4.833,3.557,3.188,4.907,5.305,4.978,4.138,5.446,3.937,5.935,6.147,4.415,4.675,5.524,3.584,1.76,2.558,2.092,9.756,12.919,12.374,14.81,12.129,8.015,8.652,12.982,4.228,8.083,4.372,3.494,5.059,4.392,4.746,5.416,4.262,5.381,5.296
Group_416_clean_1,181.47,226.754,266.361,240.812,260.728,194.814,174.773,191.883,214.283,263.691,285.412,314.683,118.501,103.027,124.551,115.52,111.579,103.476,108.819,124.546,95.276,120.725,101.454,103.3,380.986,448.058,330.658,407.197,366.753,471.33,224.626,181.011,211.468,358.008,232.6,181.716,231.86,263.623,143.777,139.095,169.402,133.804,106.602,98.162,58.323,129.054,111.756,194.516,153.525
Group_105_clean_2,81.82,77.045,86.644,70.753,88.871,73.524,76.944,77.279,82.312,83.196,89.046,73.295,186.765,176.699,177.555,174.026,183.27,159.184,126.175,198.555,166.443,175.081,136.255,142.828,180.949,149.167,213.296,187.609,190.305,151.857,195.893,206.589,238.972,204.304,185.27,205.115,79.951,210.022,29.339,37.028,16.427,23.674,23.524,30.802,25.074,22.016,26.169,30.631,19.923
Group_2374_clean_0,6.991,4.227,4.185,3.876,8.82,2.912,5.169,4.303,4.733,5,5.15,4.237,6.351,5.017,3.956,5.96,3.447,2.627,6.921,5.802,3.008,4.022,4.887,3.745,8.207,5.863,7.179,14.024,11.57,7.355,6.235,6.154,3.665,1.885,3.983,6.398,5.015,3.06,5.835,9.61,5.817,8.949,9.615,4.315,3.95,2.022,3.777,6.577,3.359
